OBJECTID,Shape,PARKNUMBER
1097,"(40.61870439300009, -73.89931237199994)",B166D
1098,"(40.62230829400005, -73.90954196599995)",B353
1099,"(40.62221709500005, -73.90968035599991)",B353
1100,"(40.62025780200008, -73.91205250799993)",B330
1101,"(40.67576221200005, -73.9976371759999)",B118B
1102,"(40.69544375800007, -73.96706930999994)",B220
1103,"(40.695293932000084, -73.9665632789999)",B220
1104,"(40.69390821800005, -73.97162749699993)",B300
1105,"(40.69800507200006, -73.97861512399993)",B021
1106,"(40.69771284800004, -73.9764151839999)",B295
1107,"(40.697640437000075, -73.97610152999994)",B295
1108,"(40.697412575000044, -73.97622518199995)",B295
1109,"(40.69170054700004, -73.9325368179999)",B269
1110,"(40.69097894500004, -73.93245087799994)",B269
1111,"(40.70181048900008, -73.93917042099991)",B310
1112,"(40.70162071100009, -73.93961531999992)",B310
1113,"(40.70171275700005, -73.93963084199993)",B310
1114,"(40.71510424300004, -73.9643677869999)",B124
1115,"(40.71270573800007, -73.96336542999995)",B154
1116,"(40.71057757600005, -73.95974511799994)",B167
1117,"(40.70843040900007, -73.96381178699994)",B142
1118,"(40.71078365800008, -73.96029305199994)",B168
1119,"(40.708635161000075, -73.95649674299995)",B223Pa
1120,"(40.70678840800008, -73.96762695399991)",B382A
1121,"(40.70665440800008, -73.96739678699993)",B382A
1122,"(40.706281904000036, -73.9673159159999)",B382A
1123,"(40.70879112100005, -73.96560988199991)",B405
1124,"(40.70849773900005, -73.96552723999991)",B405
1125,"(40.70610005300006, -73.96228012599994)",B264
1126,"(40.70652441300007, -73.96174630299993)",B264
1127,"(40.70086216300007, -73.94590540299993)",B286
1128,"(40.70089657400007, -73.94636461399995)",B286
1129,"(40.70633465000009, -73.9478920169999)",B055
1130,"(40.70666774100005, -73.94659968699995)",B055
1131,"(40.70573793400007, -73.94672905199991)",B055
1132,"(40.70894525500006, -73.9387202129999)",B311
1133,"(40.72367243600007, -73.93711993499994)",B096
1134,"(40.70279613000008, -73.94922972699993)",B358
1135,"(40.70253590700008, -73.94953928099994)",B358
1136,"(40.70241942800004, -73.94925605999993)",B358
1137,"(40.70068393000008, -73.95509500499992)",B022
1138,"(40.681717647000085, -73.9591799339999)",B102
1139,"(40.681483307000065, -73.95907329799991)",B102
1140,"(40.68230411700006, -73.95458223599991)",B237
1141,"(40.68217380800007, -73.95472722399995)",B237
1142,"(40.64263281400008, -73.99460006299995)",B162
1143,"(40.64217973400008, -73.99452984899995)",B162
1144,"(40.844313035000084, -73.78378749199993)",X253
1145,"(40.736054523000064, -73.89046450899991)",Q434
1146,"(40.747301692000065, -73.94898553599995)",Q141
1147,"(40.74714292500005, -73.94802632499994)",Q141
1148,"(40.75494750300004, -73.87227111099992)",Q122
1149,"(40.754655127000035, -73.87229448199992)",Q122
1150,"(40.757262995000076, -73.87845384699995)",Q362
1151,"(40.75643487600007, -73.87460768699992)",Q363
1152,"(40.75572730500005, -73.87481920399995)",Q363
1153,"(40.718907078000086, -73.90195358999995)",Q423
1154,"(40.71823914200007, -73.90139104999992)",Q423
1155,"(40.713324353000075, -73.75790108799993)",Q359
1156,"(40.71094084400005, -73.73953816699992)",Q082
1157,"(40.70673183300005, -73.75307053199992)",Q405
1158,"(40.76605551800009, -73.79445711999995)",Q397
1159,"(40.742318443000045, -73.8966716569999)",Q341E
1160,"(40.761660953000046, -73.88396310799993)",Q085
1161,"(40.762967321000076, -73.89223015399995)",Q366
1162,"(40.76271068400007, -73.89219307099995)",Q366
1163,"(40.78435682200006, -73.94671235099992)",M187
1164,"(40.80550989200009, -73.9330057709999)",M208D
1165,"(40.808013464000055, -73.93457800899995)",M208C
1166,"(40.80419692900006, -73.93183500399994)",M208E
1167,"(40.80659125800008, -73.93555401599991)",M208A
1168,"(40.82383693500009, -73.81373118899995)",X191A
1169,"(40.82330465800004, -73.8139311889999)",X191A
1170,"(40.838001671000086, -73.8309753069999)",X121
1171,"(40.82991865000008, -73.84798519199995)",X148M1
1172,"(40.829989444000034, -73.84789685999993)",X148M1
1173,"(40.838980967000055, -73.85286983999993)",X177
1174,"(40.837436524000054, -73.85388653599995)",X160
1175,"(40.83412970300009, -73.86204472799994)",X148L
1176,"(40.833337250000056, -73.86261806399995)",X148L1
1177,"(40.83349482300008, -73.86170178499992)",X148L1
1178,"(40.85053160400008, -73.88763460299992)",X108
1179,"(40.857216606000065, -73.89851127399993)",X085
1180,"(40.85745160600004, -73.89839960799992)",X085
1181,"(40.857456606000085, -73.89878460799991)",X085
1182,"(40.81097661200005, -73.92332667099993)",X217
1183,"(40.81542770900006, -73.90123710499995)",X179
1184,"(40.815111142000035, -73.9016893029999)",X179
1185,"(40.81865316900007, -73.89840639899995)",X255
1186,"(40.818021497000075, -73.89877489499992)",X255
1187,"(40.81811811600005, -73.89817373599993)",X255
1188,"(40.819671190000065, -73.8967263429999)",X255
1189,"(40.819710300000054, -73.89700761299991)",X255
1190,"(40.81848719700008, -73.89808365899995)",X255
1191,"(40.819258878000085, -73.8498322559999)",X203
1192,"(40.80956131500005, -73.8567542589999)",X262
1193,"(40.80973999200006, -73.8567832629999)",X262
1194,"(40.834205878000034, -73.87811572099992)",X159
1195,"(40.834425525000086, -73.87777798899992)",X159
1196,"(40.85577262500004, -73.89348189999993)",X280
1197,"(40.80030492700007, -73.9504079539999)",M198
1198,"(40.77388974300004, -73.9870325949999)",M184
1199,"(40.77381028500008, -73.98715323099992)",M184
1200,"(40.79342729700005, -73.9780711279999)",M071
1201,"(40.78995125700004, -73.9809211299999)",M071
1202,"(40.61153590200007, -74.03419599699993)",B035
1203,"(40.71020266700003, -73.87347376699995)",Q101
1204,"(40.68073781800007, -73.97282918799993)",B232
1205,"(40.680871928000045, -73.97341415799991)",B232
1206,"(40.68127747700004, -73.9734377769999)",B232
1207,"(40.686420342000076, -73.96583733599994)",B301
1208,"(40.686165921000054, -73.96591530499995)",B301
1209,"(40.68555934800008, -73.9719003429999)",B026
1210,"(40.689252959000044, -73.96055481699995)",B293
1211,"(40.68861160400007, -73.96675147899992)",B259
1212,"(40.68852588400006, -73.96624163099995)",B259
1213,"(40.593025760000046, -73.7852693719999)",Q313
1214,"(40.59258133800006, -73.78522801999992)",Q313
1215,"(40.64354570200004, -74.10926673199992)",R015
1216,"(40.643182564000085, -74.10921230499991)",R015
1217,"(40.64341119000005, -74.10903580199994)",R015
1218,"(40.62819488800005, -74.09875065799991)",R022
1219,"(40.611619794000035, -74.08505602199995)",R125
1220,"(40.778231288000086, -73.79896262699992)",Q334
1221,"(40.77306159300008, -73.78478456699992)",Q387A
1222,"(40.773222511000085, -73.78572791599993)",Q387A
1223,"(40.78241936000006, -73.7772283669999)",Q399
1224,"(40.74125632100004, -73.77624636599995)",Q300B
1225,"(40.74977482600008, -73.72088576499993)",Q327
1226,"(40.74956324400006, -73.71495817699991)",Q310
1227,"(40.749175696000066, -73.71582487199993)",Q310
1228,"(40.74985976700009, -73.71625723099993)",Q310
1229,"(40.741298905000065, -73.71326910999994)",Q352
1230,"(40.711937198000044, -73.82104016599993)",Q220G
1231,"(40.712366511000084, -73.82180858599992)",Q220G
1232,"(40.71239517500004, -73.82125234699993)",Q220G
1233,"(40.710839329000066, -73.81059438699992)",Q379
1234,"(40.71043994200005, -73.8114230999999)",Q379
1235,"(40.71026845500006, -73.81158345799992)",Q379
1236,"(40.53704398600007, -74.1623223069999)",R090
1237,"(40.53713283500008, -74.16256568599994)",R090
1238,"(40.58071371500006, -73.83045433699994)",Q422
1239,"(40.58093438700007, -73.83076207099992)",Q422
1240,"(40.58035433100008, -73.8312556809999)",Q422
1241,"(40.502690691000055, -74.25279625699994)",R006
1242,"(40.50958650200005, -74.23030247499992)",R027A
1243,"(40.608756319000065, -74.11947132199992)",R064
1244,"(40.56098828900008, -74.1238154099999)",R072
1245,"(40.56165516800007, -74.11150254099994)",R026
1246,"(40.55183961000006, -74.13677155199991)",R089
1247,"(40.55159130000004, -74.13672452899993)",R089
1248,"(40.65120155200009, -73.96512341599993)",B068
1249,"(40.65145697000008, -73.96905397299992)",B068
1250,"(40.651722960000086, -73.96956984999991)",B068
1251,"(40.65049754000006, -73.96887230499993)",B068
1252,"(40.65105225100007, -73.96846228499993)",B068
1253,"(40.65104057000008, -73.9680221779999)",B068
1254,"(40.65114446800004, -73.9675516609999)",B068
1255,"(40.651664234000066, -73.96623105599991)",B068
1256,"(40.65189546800008, -73.96642823299993)",B068
1257,"(40.65153685300004, -73.96544194499995)",B068
1258,"(40.65075088600008, -73.96554858699994)",B068
1259,"(40.65024264300007, -73.96671741199992)",B068
1260,"(40.650427697000055, -73.9671118999999)",B068
1261,"(40.83906914500005, -73.86620833499995)",X176
1262,"(40.83907897100005, -73.8660902499999)",X176
1263,"(40.69756006400007, -73.96344415099992)",B221
1264,"(40.691652859000044, -73.95797303099994)",B266
1265,"(40.69174338300007, -73.95784208399994)",B266
1266,"(40.695395975000054, -73.96069945399995)",B105
1267,"(40.694847011000036, -73.96062386099993)",B105
1268,"(40.70070207300006, -73.96096261799994)",B223Nc
1269,"(40.69239144200009, -73.96276036899991)",B292
1270,"(40.69262290900008, -73.96223458999992)",B292
1271,"(40.66592199400009, -73.88091913099993)",B149A
1272,"(40.67480976600007, -73.96174272099995)",B350
1273,"(40.69253657200005, -73.93000294199993)",B023
1274,"(40.69898508000006, -73.99088342599993)",B113A
1275,"(40.70057624400005, -73.99506018199992)",B223H
1276,"(40.69623430900003, -73.99745071799993)",B222
1277,"(40.69637048200008, -73.99767778799992)",B222
1278,"(40.70901590900007, -73.95626195099993)",B223Pb
1279,"(40.70978940800006, -73.95581428399993)",B223Pc
1280,"(40.710341575000086, -73.95540545099993)",B223Pd
1281,"(40.711087242000076, -73.9549719499999)",B223Pe
1282,"(40.761435188000064, -73.81160916499994)",Q437
1283,"(40.76348056900008, -73.82479811199994)",Q022
1284,"(40.68650813000005, -73.85345086199993)",Q147
1285,"(40.68585163000006, -73.8532515839999)",Q147
1286,"(40.68149811700005, -73.85681449299994)",Q378
1287,"(40.704760831000044, -73.88143667899993)",Q290
1288,"(40.706939582000075, -73.89845907799992)",Q038
1289,"(40.706998362000036, -73.89822416399994)",Q038
1290,"(40.70736515900006, -73.8918052059999)",Q305
1291,"(40.707161547000055, -73.89136051399993)",Q305
1292,"(40.70680971200005, -73.89175270499993)",Q305
1293,"(40.70667383000006, -73.89130790699994)",Q305
1294,"(40.70636230000008, -73.89134401599995)",Q305
1295,"(40.706402652000065, -73.89104133799992)",Q305
1296,"(40.705982970000036, -73.8913090339999)",Q305
1297,"(40.713265841000066, -73.75829643899993)",Q359
1298,"(40.70567650500004, -73.77522240399992)",Q351
1299,"(40.706343985000046, -73.77469307199993)",Q351
1300,"(40.706564041000036, -73.77441121699991)",Q351
1301,"(40.76562379600006, -73.8718498149999)",Q373
1302,"(40.76598994400007, -73.8702130989999)",Q373
1303,"(40.76053578500006, -73.91163289299993)",Q014
1304,"(40.632639898000036, -73.9295958909999)",B206
1305,"(40.62027711300004, -73.93764805099994)",B207
1306,"(40.62034644700009, -73.93717121799995)",B207
1307,"(40.62311678600008, -73.94635161999992)",B287
1308,"(40.62320181000007, -73.94653853299991)",B287
1309,"(40.65048566400009, -73.9765407779999)",B130
1310,"(40.65038266600004, -73.9765450399999)",B130
1311,"(40.650859050000065, -73.9766040369999)",B130
1312,"(40.748713992000035, -73.89756747799993)",Q067A
1313,"(40.74874349400005, -73.89724229699993)",Q067A
1314,"(40.74870162800005, -73.89706608099993)",Q067A
1315,"(40.76075159100009, -73.78390789899993)",Q381
1316,"(40.73816468500007, -73.9024769259999)",Q205B
1317,"(40.73831101500008, -73.90215724399991)",Q205B
1318,"(40.73558297100004, -73.9589412169999)",B043
1319,"(40.73577846900008, -73.95986739799991)",B135
1320,"(40.736057747000075, -73.9603885649999)",B135
1321,"(40.74341266000005, -73.95496688399993)",Q045
1322,"(40.62275177400005, -74.13444222599992)",R078
1323,"(40.62361266100004, -74.14611563099993)",R076
1324,"(40.624107104000075, -74.14580017299994)",R076
1325,"(40.624581800000044, -74.14571952099993)",R076
1326,"(40.62481519100004, -74.1457302419999)",R076
1327,"(40.61969305200006, -74.13445827999993)",R029
1328,"(40.63650250300009, -74.1603129099999)",R036
1329,"(40.72481669100006, -73.8954519319999)",Q360M
1330,"(40.72463708100008, -73.89502082099995)",Q360M
1331,"(40.70410887500009, -73.98992484699994)",B431
1332,"(40.69976255800009, -73.99018094599995)",B113A
1333,"(40.69879063900004, -73.99020237399992)",B113A
1334,"(40.82434154300006, -73.9246611129999)",X047
1335,"(40.82308365400007, -73.9258034479999)",X047
1336,"(40.78392124700008, -73.79660169199991)",Q375
1337,"(40.78384231800004, -73.79639218799991)",Q375
1338,"(40.746674332000055, -74.00411574199995)",M257
1339,"(40.69214141900005, -73.90958931799992)",B049
1340,"(40.692987601000084, -73.90883861999993)",B049
1341,"(40.70474857800008, -73.90417471599994)",Q398
1342,"(40.70455947000005, -73.90452341199995)",Q398
1343,"(40.723515157000065, -73.98931940999995)",M124
1344,"(40.699640626000075, -73.81277741999992)",Q105
1345,"(40.69970843100003, -73.81326923099994)",Q105
1346,"(40.69422905500005, -73.79551057799995)",Q127
1347,"(40.69302451300007, -73.79515334999991)",Q127
1348,"(40.69311427800005, -73.79565199699994)",Q127
1349,"(40.69323606000006, -73.79598070199995)",Q127
1350,"(40.693534544000045, -73.79571440199993)",Q127
1351,"(40.69064376400007, -73.80918717399993)",Q220B
1352,"(40.69002784200006, -73.80833027199992)",Q220B
1353,"(40.67796157500004, -73.78669789499992)",Q005
1354,"(40.67807490800004, -73.78675789499994)",Q005
1355,"(40.677036574000056, -73.78652289399992)",Q005
1356,"(40.718759909000084, -73.99335246299995)",M105
1357,"(40.71862125600006, -73.99291352099993)",M105
1358,"(40.82308081900004, -73.95148051099994)",M041
1359,"(40.82320404200004, -73.9513146779999)",M041
1360,"(40.74841440700004, -73.8336966629999)",Q300
1361,"(40.57835593700008, -73.99533006699994)",B129
1362,"(40.67200690200008, -73.96604422999991)",B159
1363,"(40.67196834500004, -73.96596378499993)",B159
1364,"(40.655823276000035, -73.88654915399991)",B345
1365,"(40.655809712000064, -73.8868154459999)",B345
1366,"(40.65550581100007, -73.88709735799995)",B345
1367,"(40.65901362800008, -73.88675646799993)",B214
1368,"(40.65882947400007, -73.88717079899993)",B214
1369,"(40.65854481200006, -73.88704000699994)",B214
1370,"(40.65795308300005, -73.88745502099994)",B214
1371,"(40.78384344500006, -73.92575419999991)",M107
1372,"(40.72035632600006, -73.87591926899995)",Q102
1373,"(40.72075022100006, -73.8774651569999)",Q102
1374,"(40.59606522900009, -73.78112096799993)",Q394
1375,"(40.595661075000066, -73.78041957699992)",Q394
1376,"(40.59479611800003, -73.7511063849999)",Q162J
1377,"(40.594865741000035, -73.75065139899993)",Q162J
1378,"(40.594355551000035, -73.75020443499994)",Q162J
1379,"(40.594622222000055, -73.7497073589999)",Q162J
1380,"(40.75686453000009, -73.72832229699992)",Q346
1381,"(40.75672686900003, -73.72818239299994)",Q346
1382,"(40.75634495600008, -73.72799666299994)",Q346
1383,"(40.881994116000044, -73.8852846289999)",X033
1384,"(40.866031175000046, -73.8973877379999)",X044
1385,"(40.88558076700008, -73.83910363299992)",X193
1386,"(40.885907598000074, -73.83967219999994)",X193
1387,"(40.885126365000076, -73.84001569599991)",X193
1388,"(40.88404373800006, -73.84510287599994)",X165
1389,"(40.88839216800005, -73.84074140399991)",X046
1390,"(40.744706088000044, -73.78772989899994)",Q300A
1391,"(40.874177349000036, -73.90067536999993)",X038
1392,"(40.84042505200006, -73.92681249399993)",X153
1393,"(40.84215930900007, -73.92637232499993)",X120
1394,"(40.844630248000044, -73.89458516399992)",X010A
1395,"(40.84440254400005, -73.8947339899999)",X010A
1396,"(40.75770604400009, -73.9334849629999)",Q218
1397,"(40.75778925900005, -73.93328762499993)",Q218
1398,"(40.75760865400008, -73.93318552699992)",Q218
1399,"(40.80972292900009, -73.95602395599991)",M056
1400,"(40.80639876100008, -73.95803328999995)",M056
1401,"(40.67422655900003, -73.94318295799991)",B012
1402,"(40.80528542800005, -73.94219311899991)",M058
1403,"(40.80327026100008, -73.9428491189999)",M058
1404,"(40.85396006500008, -73.91680225399995)",X283
1405,"(40.855479812000056, -73.91714354099992)",X111
1406,"(40.70200295700005, -73.78361355499993)",Q121
1407,"(40.75881075800004, -73.75382188799995)",Q001
1408,"(40.65603119600007, -74.00533745599995)",B210B
1409,"(40.65596479700008, -74.00456547399995)",B210B
1410,"(40.58742698700007, -73.99109420299993)",B125
1411,"(40.58767547400004, -73.99076819399994)",B125
1412,"(40.58783969700005, -73.99019909299994)",B125
1413,"(40.58798711800006, -73.99017697099993)",B125
1414,"(40.88413414100006, -73.86696618899992)",X004
1415,"(40.88383182000007, -73.86714237199993)",X004
1416,"(40.85728447300005, -73.90893685399993)",X001A
1417,"(40.885535805000075, -73.91558183799992)",X201
1418,"(40.88638823700006, -73.91642504399994)",X201
1419,"(40.88548355100005, -73.91628712399995)",X201
1420,"(40.885642155000085, -73.91670409799991)",X201
1421,"(40.88574033800006, -73.9169622249999)",X201
1422,"(40.88625296500004, -73.91700131599993)",X201
1423,"(40.831312351000065, -73.91494716199992)",X115
1424,"(40.83498505600005, -73.9265822349999)",X168
1425,"(40.72750574400004, -73.9819801829999)",M088
1426,"(40.72699343000005, -73.98202666399993)",M088
1427,"(40.72664083700005, -73.98264351599994)",M088
1428,"(40.67758401300006, -73.78243807899992)",Q005
1429,"(40.63981674200005, -74.02354271699994)",B210A
1430,"(40.872941239000056, -73.87116991799991)",X004
1431,"(40.63999803100006, -74.02362361399992)",B210A
1432,"(40.64008349300008, -74.02391554399992)",B210A
1433,"(40.74629266900007, -73.82156003799992)",Q300
1434,"(40.72644001100008, -73.80844464699993)",Q354
1435,"(40.72367552800006, -73.82041584199993)",Q370
1436,"(40.62837746100007, -73.89565645699992)",B018
1437,"(40.62924480400005, -73.89521346899994)",B018
1438,"(40.62812843000006, -73.8944481879999)",B018
1439,"(40.62993445800004, -73.89411991499992)",B018
1440,"(40.629844663000085, -73.89277190399991)",B018
1441,"(40.62899482100005, -73.89298246299995)",B018
1442,"(40.62846423800005, -73.89372710799995)",B018
1443,"(40.63575760200007, -73.9116702899999)",B335
1444,"(40.63525855800009, -73.91156792099991)",B335
1445,"(40.635971090000055, -73.91225139099993)",B335
1446,"(40.87443214500007, -73.87791674699992)",X180
1447,"(40.79410663500005, -73.93561853599994)",M047
1448,"(40.79385624000008, -73.9349851419999)",M047
1449,"(40.789224767000064, -73.93806845599994)",M258
1450,"(40.792606162000084, -73.93519350899993)",M047
1451,"(40.79248620200008, -73.93596128399992)",M047
1452,"(40.79254196800008, -73.93632678299991)",M047
1453,"(40.794004258000086, -73.96185995799993)",M010
1454,"(40.79586825900009, -73.96113962399994)",M010
1455,"(40.833002184000065, -73.90336721099993)",X021
1456,"(40.83155284400004, -73.90169395599992)",X062
1457,"(40.75384842400007, -73.75969622399992)",Q400
1458,"(40.75943259100006, -73.75696938899995)",Q001
1459,"(40.67988543200005, -73.98468555399995)",B145
1460,"(40.65567648500007, -73.94734615699991)",B148
1461,"(40.57540827000008, -73.95608410499995)",B169
1462,"(40.57540544300008, -73.95610605199994)",B169
1463,"(40.575291338000056, -73.95868532599991)",B169
1464,"(40.57529015400007, -73.95866509799993)",B169
1465,"(40.57504571100009, -73.95970563999992)",B169
1466,"(40.57504634600008, -73.95968752199991)",B169
1467,"(40.57473248000008, -73.96465179799992)",B169
1468,"(40.574731040000074, -73.96463105099991)",B169
1469,"(40.57476553300006, -73.96415807599993)",B169
1470,"(40.57477264500005, -73.96413525399993)",B169
1471,"(40.574937473000034, -73.96216039899991)",B169
1472,"(40.57493873900006, -73.9621413349999)",B169
1473,"(40.574355005000086, -73.97229902899994)",B080
1474,"(40.57404230600008, -73.97272760299995)",B169
1475,"(40.57404139600004, -73.97270470599994)",B169
1476,"(40.57359972100005, -73.97676740999992)",B080
1477,"(40.57359895600007, -73.97674806099991)",B080
1478,"(40.57300321400004, -73.98046795099992)",B169
1479,"(40.57300238900007, -73.98044616399994)",B169
1480,"(40.57315268900004, -73.97905949499994)",B169
1481,"(40.57315314300007, -73.97903905599992)",B169
1482,"(40.57266163200006, -73.98336050499995)",B169
1483,"(40.572664822000036, -73.9833434979999)",B169
1484,"(40.57271481100008, -73.9829237109999)",B169
1485,"(40.57271663100005, -73.9829048439999)",B169
1486,"(40.572915573000046, -73.9812176449999)",B169
1487,"(40.57291883600004, -73.98119485099994)",B169
1488,"(40.572416934000046, -73.98673292799992)",B169
1489,"(40.57241768800009, -73.98670716899994)",B169
1490,"(40.57220567600007, -73.98815912999993)",B169
1491,"(40.571462101000066, -73.99452986699993)",B169
1492,"(40.57146095100006, -73.99458949199993)",B169
1493,"(40.57154759900004, -73.99182137499992)",B169
1494,"(40.571553023000035, -73.99178546599995)",B169
1495,"(40.59471806000005, -73.74767521099994)",Q162J
1496,"(40.59266014900004, -73.7535195449999)",Q162
1497,"(40.58908038000004, -73.78898225499995)",Q162E
1498,"(40.58897138100008, -73.78895109799993)",Q162E
1499,"(40.58911972100009, -73.78895801699991)",Q162E
1500,"(40.58882380600005, -73.78899647399993)",Q162
1501,"(40.58623450500005, -73.80290545899993)",Q163
1502,"(40.58605019100008, -73.80524304699992)",Q163
1503,"(40.586273014000085, -73.8054152919999)",Q163
1504,"(40.586008889000084, -73.80596556299992)",Q163
1505,"(40.58606900700005, -73.80718132699991)",Q163
1506,"(40.58503185500007, -73.80953614599991)",Q163
1507,"(40.58480072200007, -73.8102037299999)",Q163
1508,"(40.58432536200007, -73.8119415079999)",Q163
1509,"(40.58309136400004, -73.81666692399995)",Q163
1510,"(40.582676554000045, -73.81825059199991)",Q163
1511,"(40.58244367600008, -73.8190001719999)",Q163
1512,"(40.582310721000056, -73.8194368579999)",Q163
1513,"(40.581570388000046, -73.82234656799994)",Q163
1514,"(40.581020282000054, -73.82434452799993)",Q163
1515,"(40.57778573100006, -73.83613285699994)",Q050
1516,"(40.57779125500008, -73.8361146659999)",Q050
1517,"(40.82076559700005, -73.94664095399992)",M077
1518,"(40.66463985000007, -73.90432013499992)",B249
1519,"(40.66420513500009, -73.90398363899993)",B249
1520,"(40.664670510000064, -73.90387553399995)",B249
1521,"(40.85139064100008, -73.86860332399993)",X002
1522,"(40.700191106000034, -73.9282305669999)",B334
1523,"(40.88037142600007, -73.86167046599991)",X169
1524,"(40.88035940300006, -73.86195136399994)",X169
1525,"(40.88438268600004, -73.86700365299993)",X004
1526,"(40.887551931000075, -73.85889512999995)",X141
1527,"(40.88770601500005, -73.85860258899993)",X141
1528,"(40.874746981000044, -73.86538776799995)",X161
1529,"(40.71243374200009, -73.97622195699995)",M144
1530,"(40.71293340800008, -73.97648229099991)",M144
1531,"(40.71382490800005, -73.97577024899994)",M144
1532,"(40.712832408000054, -73.97707745699995)",M144
1533,"(40.71277124200009, -73.9772724579999)",M144
1534,"(40.71339474200005, -73.9767356239999)",M144
1535,"(40.71524315100004, -73.97976928399993)",M195
1536,"(40.715879570000084, -73.98105643499991)",M065
1537,"(40.79934261000005, -73.96617154299992)",M238
1538,"(40.606730422000055, -74.0193055499999)",B028
1539,"(40.60706639500006, -74.02071018899994)",B028
1540,"(40.60714764100004, -74.0169084289999)",B028
1541,"(40.868880026000056, -73.79302490499992)",X039
1542,"(40.868812941000044, -73.79287857799994)",X039
1543,"(40.86859072700008, -73.79260708299995)",X039
1544,"(40.869668155000056, -73.7913072959999)",X039
1545,"(40.86948578600004, -73.7911206789999)",X039
1546,"(40.83892107400004, -73.92643055899993)",X153
1547,"(40.83907087300008, -73.92607804699992)",X153
1548,"(40.812271372000055, -73.96509040399991)",M071
1549,"(40.81137701200004, -73.9657062679999)",M071
1550,"(40.86980827500008, -73.85267987399993)",X156
1551,"(40.593622577000076, -73.79440549799995)",Q443
1552,"(40.593372782000074, -73.79450330399993)",Q443
1553,"(40.804359427000065, -73.96901112699993)",M071
1554,"(40.80196309300004, -73.97070329399992)",M071
1555,"(40.783797778000064, -73.92616923999992)",M107
1556,"(40.787144595000086, -73.93890842899992)",M108G
1557,"(40.78694240600004, -73.93936761399993)",M108G
1558,"(40.79230375800006, -73.96331179099991)",M010
1559,"(40.79356059200006, -73.96253429099994)",M010
1560,"(40.74369008500008, -73.85831411399994)",Q483
1561,"(40.74754805300006, -73.85435898299994)",Q450
1562,"(40.74739009700005, -73.85514304999992)",Q450
1563,"(40.80945336900004, -73.91704180099993)",X103
1564,"(40.809314260000065, -73.91696409699995)",X103
1565,"(40.817361487000085, -73.90484700499991)",X216
1566,"(40.81736144600006, -73.90479685799994)",X216
1567,"(40.78450225600005, -73.9588842899999)",M010
1568,"(40.78430025600005, -73.95876812299991)",M010
1569,"(40.784143923000045, -73.95914778999992)",M010
1570,"(40.579039495000075, -74.0747933099999)",R046
1571,"(40.57867476700005, -74.07409805799995)",R046
1572,"(40.579522774000054, -74.07604890199991)",R046
1573,"(40.72222041100008, -73.9738517909999)",M144
1574,"(40.721634910000034, -73.97414962399995)",M144
1575,"(40.685289209000075, -73.98221674099995)",B356
1576,"(40.68031533700008, -73.98550407099992)",B145
1577,"(40.69083958500005, -73.85322429999991)",Q053
1578,"(40.80907201100007, -73.96598228699992)",M071
1579,"(40.809846262000065, -73.96686084899994)",M071
1580,"(40.815367984000034, -73.96227656999991)",M071
1581,"(40.81327804000006, -73.96349218099994)",M071
1582,"(40.72473574400004, -73.9723499019999)",M144
1583,"(40.71088990800007, -73.97792862499995)",M144
1584,"(40.711273033000055, -73.97746545699994)",M144
1585,"(40.714057764000074, -73.98180370799992)",M228
1586,"(40.71571970100007, -73.97524087399995)",M144
1587,"(40.71649674300005, -73.97535045799992)",M144
1588,"(40.803378482000085, -73.97158062799991)",M071
1589,"(40.802218260000075, -73.97237785099992)",M071
1590,"(40.80194870400004, -73.97313329499991)",M071
1591,"(40.801273148000064, -73.97360840699992)",M071
1592,"(40.78878707800004, -73.97179641699995)",M264
1593,"(40.86803915100006, -73.79271962199994)",X039
1594,"(40.868316951000054, -73.79241382999993)",X039
1595,"(40.86872004600008, -73.79193364799994)",X039
1596,"(40.86926176900005, -73.79120621299995)",X039
1597,"(40.869067329000075, -73.7914713159999)",X039
1598,"(40.86966329000006, -73.79046099899995)",X039
1599,"(40.86972440800008, -73.79034348699992)",X039
1600,"(40.87024523600007, -73.78861800699991)",X039
1601,"(40.870296917000076, -73.78830808999993)",X039
1602,"(40.87036064400007, -73.7863013299999)",X039
1603,"(40.86585978000005, -73.7944121509999)",X039
1604,"(40.86587926200008, -73.7944004119999)",X039
1605,"(40.866424377000044, -73.79414604399994)",X039
1606,"(40.86640353000007, -73.7941577169999)",X039
1607,"(40.86748659500006, -73.79326480199995)",X039
1608,"(40.867787615000054, -73.79297696599991)",X039
1609,"(40.86479386000008, -73.79466715399991)",X039
1610,"(40.86452809200006, -73.79471728399994)",X039
1611,"(40.86296819200004, -73.79447685999992)",X039
1612,"(40.86247788400004, -73.7941871399999)",X039
1613,"(40.57659744400007, -73.94539360499994)",B251
1614,"(40.57596543600005, -73.9463832109999)",B251
1615,"(40.57595283400008, -73.94639041799991)",B251
1616,"(40.80955455600008, -73.9384536529999)",M204
1617,"(40.80951087800008, -73.93863613799994)",M204
1618,"(40.84486792300004, -73.91419753999992)",X148C7
1619,"(40.80595459500006, -73.9437794509999)",M058
1620,"(40.804518761000054, -73.9448027869999)",M058
1621,"(40.81553609700006, -73.94897445499993)",M077
1622,"(40.815947763000054, -73.94880028699993)",M077
1623,"(40.86848335800005, -73.86798200399994)",X162
1624,"(40.86615201400008, -73.86873099699994)",X087
1625,"(40.67308312500006, -73.98434331399994)",B111
